Customer_ID,Tenure_Months,Contract_Type,Monthly_Revenue,Support_Tickets,Login_Frequency,Feature_Adoption_Score,LTV,Churn_Label,Is_High_Value,Contract_Type_Encoded,Cluster,Segment,Churn_Probability,Risk_Level,Retention_Strategy,Revenue_at_Risk
CUST-00031,22,Monthly,405.23,1,30,5,8915.06,0,0,0,0,Power Users,18.6,Medium,Automated Re-engagement Email Series,75.37
CUST-00032,44,Monthly,387.77,2,18,3,17061.88,0,0,0,0,Power Users,50.83,High,Retention Specialist - Standard Loyalty Offer,197.1
CUST-00033,25,Monthly,486.92,0,2,6,12173.0,0,1,0,3,Standard Users,48.54,High,CRITICAL: Dedicated AM Outreach + Custom Discount,236.35
CUST-00034,49,Monthly,214.79,2,19,8,10524.71,0,0,0,2,Inactive/Low-Engagement,29.26,Medium,Product Reactivation Campaign - Feature Education,62.85
CUST-00035,27,One Year,324.94,0,12,10,8773.38,0,0,1,2,Inactive/Low-Engagement,15.8,Medium,Product Reactivation Campaign - Feature Education,51.34
CUST-00036,59,Monthly,459.47,3,24,1,27108.73,1,1,0,0,Power Users,70.08,High,CRITICAL: Dedicated AM Outreach + Custom Discount,322.0
CUST-00037,42,One Year,405.9,1,24,9,17047.8,0,0,1,2,Inactive/Low-Engagement,13.41,Low,Customer Success - Standard Engagement,54.43
CUST-00038,28,Monthly,303.52,1,23,4,8498.56,0,0,0,0,Power Users,36.0,High,Retention Specialist - Standard Loyalty Offer,109.27
CUST-00039,16,Monthly,84.3,0,19,5,1348.8,0,0,0,0,Power Users,20.62,Medium,Automated Re-engagement Email Series,17.38
CUST-00040,15,One Year,343.73,0,17,10,5155.95,0,0,1,2,Inactive/Low-Engagement,14.04,Low,Customer Success - Standard Engagement,48.26
CUST-00041,47,Two Year,286.95,2,27,3,13486.65,0,0,2,0,Power Users,12.16,Low,Customer Success - Standard Engagement,34.89
CUST-00042,51,One Year,132.88,2,24,9,6776.88,0,0,1,2,Inactive/Low-Engagement,12.63,Low,Customer Success - Standard Engagement,16.78
CUST-00043,44,Monthly,447.01,3,5,6,19668.44,1,1,0,1,Frustrated/High-Support,59.96,High,CRITICAL: Dedicated AM Outreach + Custom Discount,268.03
CUST-00044,55,Monthly,204.46,0,23,1,11245.3,0,0,0,0,Power Users,27.77,Medium,Automated Re-engagement Email Series,56.78
CUST-00045,52,Two Year,224.37,1,19,9,11667.24,0,0,2,2,Inactive/Low-Engagement,10.69,Low,Customer Success - Standard Engagement,23.99
CUST-00046,57,Monthly,352.58,0,23,5,20097.06,0,0,0,0,Power Users,21.18,Medium,Automated Re-engagement Email Series,74.68
CUST-00047,3,Monthly,269.96,2,5,3,809.88,1,0,0,3,Standard Users,85.77,High,Retention Specialist - Standard Loyalty Offer,231.54
CUST-00048,37,Two Year,90.18,1,5,4,3336.66,1,0,2,3,Standard Users,44.0,High,Retention Specialist - Standard Loyalty Offer,39.68
CUST-00049,51,Two Year,224.35,0,30,5,11441.85,1,0,2,0,Power Users,42.21,High,Retention Specialist - Standard Loyalty Offer,94.7
CUST-00050,7,Two Year,92.51,1,21,1,647.57,1,0,2,0,Power Users,30.76,High,Retention Specialist - Standard Loyalty Offer,28.46
CUST-00051,21,Two Year,135.84,1,28,10,2852.64,0,0,2,2,Inactive/Low-Engagement,3.29,Low,Customer Success - Standard Engagement,4.47
CUST-00052,9,Two Year,53.23,2,24,3,479.07,0,0,2,0,Power Users,21.16,Medium,Automated Re-engagement Email Series,11.26
CUST-00053,39,Monthly,131.59,1,16,7,5132.01,0,0,0,2,Inactive/Low-Engagement,27.0,Medium,Product Reactivation Campaign - Feature Education,35.53
CUST-00054,18,Monthly,198.7,1,16,9,3576.6,1,0,0,2,Inactive/Low-Engagement,30.84,High,Product Reactivation Campaign - Feature Education,61.28
CUST-00055,4,One Year,292.2,2,4,6,1168.8,0,0,1,3,Standard Users,43.65,High,Retention Specialist - Standard Loyalty Offer,127.55
CUST-00056,25,One Year,463.67,1,16,4,11591.75,0,1,1,0,Power Users,27.25,Medium,Automated Re-engagement Email Series,126.35
CUST-00057,14,Monthly,293.15,3,25,4,4104.1,1,0,0,1,Frustrated/High-Support,48.96,High,Priority Support Follow-up - Technical Resolution,143.53
CUST-00058,50,Monthly,367.52,6,8,9,18376.0,0,0,0,1,Frustrated/High-Support,30.82,High,Priority Support Follow-up - Technical Resolution,113.27
CUST-00059,58,Monthly,210.95,2,19,1,12235.1,0,0,0,0,Power Users,32.77,High,Retention Specialist - Standard Loyalty Offer,69.13
CUST-00060,9,One Year,388.23,3,1,6,3494.07,0,0,1,1,Frustrated/High-Support,66.28,High,Priority Support Follow-up - Technical Resolution,257.32
CUST-00061,26,Monthly,329.21,3,18,4,8559.46,0,0,0,1,Frustrated/High-Support,55.11,High,Priority Support Follow-up - Technical Resolution,181.43
CUST-00062,53,Monthly,256.91,2,8,3,13616.23,1,0,0,3,Standard Users,72.3,High,Retention Specialist - Standard Loyalty Offer,185.75
CUST-00063,2,One Year,137.2,0,30,1,274.4,0,0,1,0,Power Users,7.66,Low,Customer Success - Standard Engagement,10.51
CUST-00064,20,One Year,186.59,1,26,5,3731.8,0,0,1,0,Power Users,19.35,Medium,Automated Re-engagement Email Series,36.11
CUST-00065,28,Monthly,329.43,0,7,4,9224.04,0,0,0,3,Standard Users,41.07,High,Retention Specialist - Standard Loyalty Offer,135.3
CUST-00066,47,One Year,241.73,2,18,10,11361.31,0,0,1,2,Inactive/Low-Engagement,16.87,Medium,Product Reactivation Campaign - Feature Education,40.78
CUST-00067,7,One Year,450.22,0,12,4,3151.54,0,1,1,3,Standard Users,26.75,Medium,Automated Re-engagement Email Series,120.43
CUST-00068,44,Monthly,155.68,1,23,8,6849.92,0,0,0,2,Inactive/Low-Engagement,20.13,Medium,Product Reactivation Campaign - Feature Education,31.34
CUST-00069,8,Monthly,82.88,0,3,2,663.04,0,0,0,3,Standard Users,38.81,High,Retention Specialist - Standard Loyalty Offer,32.17
CUST-00070,47,Monthly,315.21,0,5,10,14814.87,0,0,0,3,Standard Users,18.97,Medium,Automated Re-engagement Email Series,59.8
CUST-00071,35,Monthly,448.72,1,3,10,15705.2,0,1,0,3,Standard Users,28.05,Medium,Automated Re-engagement Email Series,125.87
CUST-00072,14,Two Year,214.13,0,10,4,2997.82,0,0,2,3,Standard Users,30.99,High,Retention Specialist - Standard Loyalty Offer,66.36
CUST-00073,17,Monthly,341.47,0,20,1,5804.99,0,0,0,0,Power Users,33.47,High,Retention Specialist - Standard Loyalty Offer,114.29
CUST-00074,36,One Year,154.14,2,9,2,5549.04,0,0,1,3,Standard Users,67.77,High,Retention Specialist - Standard Loyalty Offer,104.46
CUST-00075,50,Monthly,301.31,2,30,10,15065.5,0,0,0,2,Inactive/Low-Engagement,6.06,Low,Customer Success - Standard Engagement,18.26
CUST-00076,40,Monthly,404.06,0,15,10,16162.4,0,0,0,2,Inactive/Low-Engagement,11.83,Low,Customer Success - Standard Engagement,47.8
CUST-00077,4,One Year,440.16,0,24,3,1760.64,0,1,1,0,Power Users,27.76,Medium,Automated Re-engagement Email Series,122.19
CUST-00078,2,Monthly,97.3,2,29,1,194.6,0,0,0,0,Power Users,21.32,Medium,Automated Re-engagement Email Series,20.74
CUST-00079,6,Monthly,210.37,0,17,2,1262.22,0,0,0,0,Power Users,32.71,High,Retention Specialist - Standard Loyalty Offer,68.81
CUST-00080,54,Monthly,337.84,3,24,7,18243.36,0,0,0,1,Frustrated/High-Support,16.89,Medium,Priority Support Follow-up - Technical Resolution,57.06
CUST-00081,42,Monthly,65.63,1,18,10,2756.46,0,0,0,2,Inactive/Low-Engagement,15.54,Medium,Product Reactivation Campaign - Feature Education,10.2
CUST-00082,4,One Year,360.78,1,20,10,1443.12,0,0,1,2,Inactive/Low-Engagement,12.22,Low,Customer Success - Standard Engagement,44.09
CUST-00083,54,Monthly,287.62,0,22,6,15531.48,0,0,0,2,Inactive/Low-Engagement,20.07,Medium,Product Reactivation Campaign - Feature Education,57.73
CUST-00084,29,Two Year,179.85,2,28,2,5215.65,0,0,2,0,Power Users,16.48,Medium,Automated Re-engagement Email Series,29.64
CUST-00085,18,One Year,416.59,0,29,1,7498.62,0,1,1,0,Power Users,12.58,Low,Customer Success - Standard Engagement,52.41
CUST-00086,26,Monthly,180.52,3,29,10,4693.52,0,0,0,2,Inactive/Low-Engagement,5.75,Low,Customer Success - Standard Engagement,10.38
CUST-00087,44,Monthly,496.14,0,11,9,21830.16,0,1,0,2,Inactive/Low-Engagement,21.83,Medium,Product Reactivation Campaign - Feature Education,108.31
CUST-00088,34,Monthly,417.37,1,13,1,14190.58,0,1,0,0,Power Users,39.17,High,CRITICAL: Dedicated AM Outreach + Custom Discount,163.48
CUST-00089,10,One Year,368.59,3,27,10,3685.9,0,0,1,2,Inactive/Low-Engagement,6.07,Low,Customer Success - Standard Engagement,22.37
CUST-00090,36,Monthly,77.61,1,17,5,2793.96,0,0,0,0,Power Users,31.28,High,Retention Specialist - Standard Loyalty Offer,24.28
CUST-00091,14,Two Year,456.94,2,29,9,6397.16,0,1,2,2,Inactive/Low-Engagement,7.62,Low,Customer Success - Standard Engagement,34.82
CUST-00092,31,Monthly,405.52,1,19,9,12571.12,0,0,0,2,Inactive/Low-Engagement,14.29,Low,Customer Success - Standard Engagement,57.95
CUST-00093,48,Two Year,153.06,1,0,6,7346.88,0,0,2,3,Standard Users,24.99,Medium,Automated Re-engagement Email Series,38.25
CUST-00094,15,Monthly,226.51,2,12,3,3397.65,1,0,0,0,Power Users,64.89,High,Retention Specialist - Standard Loyalty Offer,146.98
CUST-00095,8,Two Year,170.88,4,28,2,1367.04,0,0,2,1,Frustrated/High-Support,20.62,Medium,Priority Support Follow-up - Technical Resolution,35.24
CUST-00096,14,Monthly,492.99,1,26,3,6901.86,0,1,0,0,Power Users,26.34,Medium,Automated Re-engagement Email Series,129.85
CUST-00097,23,Monthly,434.39,0,2,1,9990.97,0,1,0,3,Standard Users,77.68,High,CRITICAL: Dedicated AM Outreach + Custom Discount,337.43
CUST-00098,57,Monthly,468.6,1,13,3,26710.2,0,1,0,0,Power Users,37.95,High,CRITICAL: Dedicated AM Outreach + Custom Discount,177.83
CUST-00099,40,Monthly,404.95,1,21,2,16198.0,0,0,0,0,Power Users,30.97,High,Retention Specialist - Standard Loyalty Offer,125.41
CUST-00100,21,Two Year,255.36,2,17,8,5362.56,0,0,2,2,Inactive/Low-Engagement,23.1,Medium,Product Reactivation Campaign - Feature Education,58.99
CUST-00101,16,Monthly,142.45,2,23,10,2279.2,0,0,0,2,Inactive/Low-Engagement,11.96,Low,Customer Success - Standard Engagement,17.04
CUST-00102,45,Monthly,143.64,2,22,7,6463.8,0,0,0,2,Inactive/Low-Engagement,25.7,Medium,Product Reactivation Campaign - Feature Education,36.92
CUST-00103,18,One Year,118.26,2,18,1,2128.68,1,0,1,0,Power Users,50.02,High,Retention Specialist - Standard Loyalty Offer,59.15
CUST-00104,47,Monthly,295.99,0,0,1,13911.53,1,0,0,3,Standard Users,77.49,High,Retention Specialist - Standard Loyalty Offer,229.36
CUST-00105,53,One Year,463.98,1,14,5,24590.94,0,1,1,3,Standard Users,28.45,Medium,Automated Re-engagement Email Series,132.0
CUST-00106,24,One Year,496.31,2,15,4,11911.44,0,1,1,0,Power Users,33.33,High,CRITICAL: Dedicated AM Outreach + Custom Discount,165.42
CUST-00107,26,Monthly,179.28,1,27,8,4661.28,0,0,0,2,Inactive/Low-Engagement,16.57,Medium,Product Reactivation Campaign - Feature Education,29.71
CUST-00108,25,Two Year,363.79,2,27,8,9094.75,0,0,2,2,Inactive/Low-Engagement,12.88,Low,Customer Success - Standard Engagement,46.86
CUST-00109,45,Monthly,318.69,0,9,3,14341.05,0,0,0,3,Standard Users,49.86,High,Retention Specialist - Standard Loyalty Offer,158.9
CUST-00110,41,Monthly,270.02,0,19,5,11070.82,0,0,0,0,Power Users,20.58,Medium,Automated Re-engagement Email Series,55.57
CUST-00111,29,One Year,349.6,3,28,7,10138.4,0,0,1,2,Inactive/Low-Engagement,12.42,Low,Customer Success - Standard Engagement,43.42
CUST-00112,15,One Year,217.11,0,3,8,3256.65,0,0,1,3,Standard Users,44.58,High,Retention Specialist - Standard Loyalty Offer,96.79
CUST-00113,45,Monthly,475.02,3,10,3,21375.9,0,1,0,1,Frustrated/High-Support,63.4,High,CRITICAL: Dedicated AM Outreach + Custom Discount,301.16
CUST-00114,1,One Year,367.45,4,15,8,367.45,0,0,1,1,Frustrated/High-Support,27.77,Medium,Priority Support Follow-up - Technical Resolution,102.04
CUST-00115,25,Monthly,389.39,3,4,10,9734.75,0,0,0,1,Frustrated/High-Support,48.46,High,Priority Support Follow-up - Technical Resolution,188.7
CUST-00116,7,Monthly,159.09,0,18,9,1113.63,0,0,0,2,Inactive/Low-Engagement,12.98,Low,Customer Success - Standard Engagement,20.65
CUST-00117,9,Two Year,125.86,0,30,3,1132.74,0,0,2,0,Power Users,11.75,Low,Customer Success - Standard Engagement,14.79
CUST-00118,24,Monthly,227.45,1,10,2,5458.8,0,0,0,3,Standard Users,59.23,High,Retention Specialist - Standard Loyalty Offer,134.72
CUST-00119,1,Monthly,395.0,4,17,2,395.0,1,0,0,1,Frustrated/High-Support,76.19,High,Priority Support Follow-up - Technical Resolution,300.95
CUST-00120,44,Two Year,472.46,1,14,5,20788.24,0,1,2,3,Standard Users,26.14,Medium,Automated Re-engagement Email Series,123.5
CUST-00121,8,Two Year,242.3,4,1,10,1938.4,0,0,2,1,Frustrated/High-Support,37.19,High,Priority Support Follow-up - Technical Resolution,90.11
CUST-00122,24,Monthly,398.37,1,23,1,9560.88,1,0,0,0,Power Users,48.88,High,Retention Specialist - Standard Loyalty Offer,194.72
CUST-00123,11,One Year,261.68,1,12,6,2878.48,1,0,1,3,Standard Users,50.96,High,Retention Specialist - Standard Loyalty Offer,133.35
CUST-00124,51,One Year,182.85,0,22,7,9325.35,1,0,1,2,Inactive/Low-Engagement,32.99,High,Product Reactivation Campaign - Feature Education,60.32
CUST-00125,17,Two Year,382.67,1,11,5,6505.39,1,0,2,3,Standard Users,53.85,High,Retention Specialist - Standard Loyalty Offer,206.07
CUST-00126,8,Two Year,409.19,0,13,8,3273.52,1,0,2,2,Inactive/Low-Engagement,42.29,High,Product Reactivation Campaign - Feature Education,173.05
CUST-00127,35,Monthly,141.28,1,29,6,4944.8,0,0,0,2,Inactive/Low-Engagement,20.39,Medium,Product Reactivation Campaign - Feature Education,28.81
CUST-00128,35,Monthly,187.33,1,0,1,6556.55,1,0,0,3,Standard Users,69.11,High,Retention Specialist - Standard Loyalty Offer,129.46
CUST-00129,33,Monthly,272.65,2,11,9,8997.45,0,0,0,2,Inactive/Low-Engagement,40.25,High,Product Reactivation Campaign - Feature Education,109.74
CUST-00130,59,One Year,133.93,1,12,5,7901.87,0,0,1,3,Standard Users,38.67,High,Retention Specialist - Standard Loyalty Offer,51.79
CUST-00131,5,One Year,467.98,1,24,5,2339.9,0,1,1,0,Power Users,37.14,High,CRITICAL: Dedicated AM Outreach + Custom Discount,173.81
CUST-00132,42,One Year,316.1,2,2,1,13276.2,0,0,1,3,Standard Users,64.68,High,Retention Specialist - Standard Loyalty Offer,204.45
CUST-00133,39,Two Year,104.54,2,2,5,4077.06,0,0,2,3,Standard Users,46.69,High,Retention Specialist - Standard Loyalty Offer,48.81
CUST-00134,58,Monthly,132.81,0,0,3,7702.98,1,0,0,3,Standard Users,63.97,High,Retention Specialist - Standard Loyalty Offer,84.96
CUST-00135,41,Monthly,479.46,1,10,10,19657.86,0,1,0,2,Inactive/Low-Engagement,19.77,Medium,Product Reactivation Campaign - Feature Education,94.79
CUST-00136,28,Monthly,382.18,0,3,3,10701.04,0,0,0,3,Standard Users,52.36,High,Retention Specialist - Standard Loyalty Offer,200.11
CUST-00137,7,Monthly,380.48,1,25,10,2663.36,0,0,0,2,Inactive/Low-Engagement,15.88,Medium,Product Reactivation Campaign - Feature Education,60.42
CUST-00138,9,Monthly,82.62,1,29,8,743.58,0,0,0,2,Inactive/Low-Engagement,13.72,Low,Customer Success - Standard Engagement,11.34
CUST-00139,8,Monthly,452.88,2,30,9,3623.04,0,1,0,2,Inactive/Low-Engagement,6.03,Low,Customer Success - Standard Engagement,27.31
CUST-00140,12,One Year,249.68,3,27,6,2996.16,0,0,1,1,Frustrated/High-Support,19.34,Medium,Priority Support Follow-up - Technical Resolution,48.29
CUST-00141,34,Two Year,346.87,1,10,3,11793.58,0,0,2,3,Standard Users,47.19,High,Retention Specialist - Standard Loyalty Offer,163.69
CUST-00142,33,One Year,481.86,1,1,8,15901.38,0,1,1,3,Standard Users,49.01,High,CRITICAL: Dedicated AM Outreach + Custom Discount,236.16
CUST-00143,48,One Year,95.01,2,27,3,4560.48,0,0,1,0,Power Users,19.36,Medium,Automated Re-engagement Email Series,18.39
CUST-00144,55,Monthly,267.02,2,29,7,14686.1,0,0,0,2,Inactive/Low-Engagement,15.8,Medium,Product Reactivation Campaign - Feature Education,42.19
CUST-00145,23,One Year,72.33,2,18,2,1663.59,0,0,1,0,Power Users,43.73,High,Retention Specialist - Standard Loyalty Offer,31.63
CUST-00146,24,One Year,274.8,2,11,6,6595.2,0,0,1,3,Standard Users,46.42,High,Retention Specialist - Standard Loyalty Offer,127.56
CUST-00147,37,One Year,163.52,2,26,8,6050.24,0,0,1,2,Inactive/Low-Engagement,10.98,Low,Customer Success - Standard Engagement,17.95
CUST-00148,35,Monthly,459.98,2,12,3,16099.3,0,1,0,0,Power Users,62.21,High,CRITICAL: Dedicated AM Outreach + Custom Discount,286.15
CUST-00149,44,Monthly,229.32,2,16,9,10090.08,0,0,0,2,Inactive/Low-Engagement,25.06,Medium,Product Reactivation Campaign - Feature Education,57.47
CUST-00150,40,Monthly,335.24,1,18,9,13409.6,0,0,0,2,Inactive/Low-Engagement,15.22,Medium,Product Reactivation Campaign - Feature Education,51.02
CUST-00151,22,One Year,437.13,1,29,3,9616.86,0,1,1,0,Power Users,15.96,Medium,Automated Re-engagement Email Series,69.77
CUST-00152,27,Two Year,492.66,4,3,3,13301.82,1,1,2,1,Frustrated/High-Support,64.74,High,CRITICAL: Dedicated AM Outreach + Custom Discount,318.95
CUST-00153,35,Two Year,276.72,3,30,5,9685.2,0,0,2,0,Power Users,7.73,Low,Customer Success - Standard Engagement,21.39
CUST-00154,1,Monthly,255.09,2,5,9,255.09,1,0,0,3,Standard Users,58.02,High,Retention Specialist - Standard Loyalty Offer,148.0
CUST-00155,35,One Year,84.08,1,2,1,2942.8,0,0,1,3,Standard Users,34.94,High,Retention Specialist - Standard Loyalty Offer,29.38
CUST-00156,37,Two Year,55.73,1,10,1,2062.01,0,0,2,0,Power Users,15.58,Medium,Automated Re-engagement Email Series,8.68
CUST-00157,47,Monthly,323.96,1,21,1,15226.12,0,0,0,0,Power Users,42.2,High,Retention Specialist - Standard Loyalty Offer,136.71
CUST-00158,14,Monthly,79.46,3,11,4,1112.44,0,0,0,1,Frustrated/High-Support,68.66,High,Priority Support Follow-up - Technical Resolution,54.56
CUST-00159,3,Two Year,221.17,1,11,7,663.51,0,0,2,3,Standard Users,35.05,High,Retention Specialist - Standard Loyalty Offer,77.52
CUST-00160,1,Monthly,51.62,1,17,2,51.62,0,0,0,0,Power Users,39.23,High,Retention Specialist - Standard Loyalty Offer,20.25
CUST-00161,5,Two Year,326.85,1,30,3,1634.25,0,0,2,0,Power Users,8.76,Low,Customer Success - Standard Engagement,28.63
CUST-00162,26,Two Year,241.44,3,29,4,6277.44,0,0,2,0,Power Users,10.67,Low,Customer Success - Standard Engagement,25.76
CUST-00163,55,One Year,107.16,1,13,1,5893.8,0,0,1,0,Power Users,31.46,High,Retention Specialist - Standard Loyalty Offer,33.71
CUST-00164,14,Two Year,183.37,2,10,2,2567.18,0,0,2,0,Power Users,53.01,High,Retention Specialist - Standard Loyalty Offer,97.2
CUST-00165,39,One Year,306.35,3,23,2,11947.65,0,0,1,0,Power Users,33.96,High,Retention Specialist - Standard Loyalty Offer,104.04
CUST-00166,27,One Year,345.52,0,20,6,9329.04,0,0,1,2,Inactive/Low-Engagement,23.82,Medium,Product Reactivation Campaign - Feature Education,82.3
CUST-00167,9,Monthly,258.05,2,16,4,2322.45,0,0,0,0,Power Users,54.02,High,Retention Specialist - Standard Loyalty Offer,139.4
CUST-00168,15,Monthly,411.78,3,21,7,6176.7,0,1,0,1,Frustrated/High-Support,33.86,High,CRITICAL: Dedicated AM Outreach + Custom Discount,139.43
CUST-00169,15,Monthly,100.6,1,15,8,1509.0,0,0,0,2,Inactive/Low-Engagement,42.67,High,Product Reactivation Campaign - Feature Education,42.93
CUST-00170,26,One Year,88.05,6,2,2,2289.3,0,0,1,1,Frustrated/High-Support,54.41,High,Priority Support Follow-up - Technical Resolution,47.91
CUST-00171,42,Monthly,69.91,1,3,2,2936.22,0,0,0,3,Standard Users,41.87,High,Retention Specialist - Standard Loyalty Offer,29.27
CUST-00172,13,Monthly,291.12,1,25,5,3784.56,0,0,0,0,Power Users,35.73,High,Retention Specialist - Standard Loyalty Offer,104.02
CUST-00173,51,Monthly,367.8,0,7,4,18757.8,0,0,0,3,Standard Users,35.22,High,Retention Specialist - Standard Loyalty Offer,129.54
CUST-00174,32,One Year,108.73,3,23,10,3479.36,0,0,1,2,Inactive/Low-Engagement,8.96,Low,Customer Success - Standard Engagement,9.74
CUST-00175,39,Two Year,337.53,2,10,2,13163.67,0,0,2,0,Power Users,59.29,High,Retention Specialist - Standard Loyalty Offer,200.12
CUST-00176,49,Two Year,264.63,3,12,9,12966.87,1,0,2,1,Frustrated/High-Support,53.13,High,Priority Support Follow-up - Technical Resolution,140.6
CUST-00177,52,Monthly,494.31,2,23,9,25704.12,0,1,0,2,Inactive/Low-Engagement,26.17,Medium,Product Reactivation Campaign - Feature Education,129.36
CUST-00178,32,Two Year,372.86,3,11,10,11931.52,0,0,2,1,Frustrated/High-Support,24.64,Medium,Priority Support Follow-up - Technical Resolution,91.87
CUST-00179,4,One Year,345.86,1,4,4,1383.44,0,0,1,3,Standard Users,67.35,High,Retention Specialist - Standard Loyalty Offer,232.94
CUST-00180,30,One Year,306.7,2,15,2,9201.0,0,0,1,0,Power Users,44.69,High,Retention Specialist - Standard Loyalty Offer,137.06
CUST-00181,37,One Year,498.81,0,28,3,18455.97,0,1,1,0,Power Users,9.49,Low,Customer Success - Standard Engagement,47.34
CUST-00182,23,Monthly,491.21,1,29,8,11297.83,0,1,0,2,Inactive/Low-Engagement,18.24,Medium,Product Reactivation Campaign - Feature Education,89.6
CUST-00183,39,Two Year,292.15,5,0,8,11393.85,1,0,2,1,Frustrated/High-Support,75.23,High,Priority Support Follow-up - Technical Resolution,219.78
CUST-00184,45,Monthly,254.83,2,8,7,11467.35,0,0,0,3,Standard Users,50.64,High,Retention Specialist - Standard Loyalty Offer,129.05
